Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 16:33:25,2021-07-23 16:34:21,56.043s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:34:21,2021-07-23 16:34:21,0.042s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aabbbccc"")",Firefox 89.0,,,2021-07-23 16:34:21,2021-07-23 16:34:25,4.089s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 16:34:25,2021-07-23 16:34:26,0.978s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaa"")",Firefox 89.0,,,2021-07-23 16:34:26,2021-07-23 16:34:27,1.008s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaa"")",Firefox 89.0,,,2021-07-23 16:34:27,2021-07-23 16:34:28,0.935s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 16:34:28,2021-07-23 16:34:29,0.700s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 16:34:29,2021-07-23 16:34:34,4.977s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:34:34,2021-07-23 16:34:34,0.245s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 16:34:34,2021-07-23 16:34:37,3.011s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:34:37,2021-07-23 16:34:39,1.901s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-14-RegisterWithNameUnder3CharactersTestCase,Firefox 89.0,RegisterWithNameUnder3CharactersTestCase,register,2021-07-23 16:34:39,2021-07-23 16:35:50,1m - 10.946s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 16:34:40,2021-07-23 16:35:33,52.963s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:35:33,2021-07-23 16:35:33,0.099s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aa"")",Firefox 89.0,,,2021-07-23 16:35:33,2021-07-23 16:35:37,4.065s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 16:35:37,2021-07-23 16:35:38,0.959s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:35:38,2021-07-23 16:35:39,1.289s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:35:39,2021-07-23 16:35:40,0.965s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 16:35:40,2021-07-23 16:35:41,0.688s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 16:35:41,2021-07-23 16:35:44,2.966s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:35:44,2021-07-23 16:35:44,0.153s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 16:35:44,2021-07-23 16:35:47,3.019s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:35:47,2021-07-23 16:35:50,3.098s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-15-RegisterWithInvalidNameFormatTestCase,Firefox 89.0,"Register With Invalid Name Format.
Expected: Display error message ""The name format is invalid"" below the Name field.",register,2021-07-23 16:35:50,2021-07-23 16:36:57,1m - 6.824s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 16:35:51,2021-07-23 16:36:43,52.067s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:36:43,2021-07-23 16:36:43,0.034s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""@#$@#$"")",Firefox 89.0,,,2021-07-23 16:36:43,2021-07-23 16:36:44,1.401s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 16:36:44,2021-07-23 16:36:45,0.951s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:36:45,2021-07-23 16:36:46,0.935s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:36:46,2021-07-23 16:36:47,0.980s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 16:36:47,2021-07-23 16:36:48,0.657s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 16:36:48,2021-07-23 16:36:51,3.493s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:36:51,2021-07-23 16:36:51,0.182s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 16:36:51,2021-07-23 16:36:54,3.011s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:36:54,2021-07-23 16:36:57,2.421s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-16-RegisterWithoutAcceptingToSTestCase,Firefox 89.0,RegisterWithoutAcceptingToSTestCase,register,2021-07-23 16:36:57,2021-07-23 16:38:04,1m - 7.562s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 16:36:57,2021-07-23 16:37:50,52.311s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:37:50,2021-07-23 16:37:50,0.054s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aabbbccc"")",Firefox 89.0,,,2021-07-23 16:37:50,2021-07-23 16:37:56,6.392s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 16:37:56,2021-07-23 16:37:57,0.905s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:37:57,2021-07-23 16:37:58,0.954s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:37:58,2021-07-23 16:37:59,0.939s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 16:37:59,2021-07-23 16:38:00,0.653s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:38:00,2021-07-23 16:38:00,0.018s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 16:38:00,2021-07-23 16:38:03,3.017s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:38:03,2021-07-23 16:38:04,1.738s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-17-RegisterWithNotMatchingPasswordConfirmTestCase,Firefox 89.0,RegisterWithNotMatchingPasswordConfirmTestCase,register,2021-07-23 16:38:04,2021-07-23 16:39:17,1m - 13.084s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 16:38:05,2021-07-23 16:39:00,54.713s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:39:00,2021-07-23 16:39:00,0.049s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aabbbccc"")",Firefox 89.0,,,2021-07-23 16:39:00,2021-07-23 16:39:03,2.891s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 16:39:03,2021-07-23 16:39:04,0.995s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:39:04,2021-07-23 16:39:05,0.984s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaabbb"")",Firefox 89.0,,,2021-07-23 16:39:05,2021-07-23 16:39:06,1.500s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 16:39:06,2021-07-23 16:39:07,0.709s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 16:39:07,2021-07-23 16:39:11,3.932s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:39:11,2021-07-23 16:39:11,0.087s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 16:39:11,2021-07-23 16:39:14,3.011s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:39:14,2021-07-23 16:39:17,3.562s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-18-RegisterWithoutFillingPasswordConfFieldTestCase,Firefox 89.0,RegisterWithoutFillingPasswordConfField,register,2021-07-23 16:39:17,2021-07-23 16:40:19,1m - 1.900s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 16:39:18,2021-07-23 16:40:09,51.569s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:40:09,2021-07-23 16:40:10,0.140s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aabbbccc"")",Firefox 89.0,,,2021-07-23 16:40:10,2021-07-23 16:40:11,1.486s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 16:40:11,2021-07-23 16:40:12,0.998s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:40:12,2021-07-23 16:40:13,0.930s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 16:40:13,2021-07-23 16:40:14,0.641s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 16:40:14,2021-07-23 16:40:14,0.671s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:40:14,2021-07-23 16:40:14,0.021s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 16:40:14,2021-07-23 16:40:17,3.017s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:40:17,2021-07-23 16:40:19,1.937s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-19-RegisterWithNameFieldEmptyTestCase,Firefox 89.0,RegisterWithNameFieldEmpty,register,2021-07-23 16:40:19,2021-07-23 16:41:21,1m - 1.359s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 16:40:20,2021-07-23 16:41:08,48.631s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:41:08,2021-07-23 16:41:09,0.135s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), """")",Firefox 89.0,,,2021-07-23 16:41:09,2021-07-23 16:41:11,1.898s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 16:41:11,2021-07-23 16:41:11,0.755s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:41:11,2021-07-23 16:41:12,0.970s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:41:12,2021-07-23 16:41:13,1.156s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 16:41:13,2021-07-23 16:41:14,0.671s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 16:41:14,2021-07-23 16:41:15,0.969s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:41:15,2021-07-23 16:41:15,0.028s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 16:41:15,2021-07-23 16:41:18,3.012s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:41:18,2021-07-23 16:41:21,2.613s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-20-RegisterWithEmailFieldEmptyTestCase,Firefox 89.0,"Register With Email Field Empty.
Expected: Display error message ""please fill out this field"" on the email field.",register,2021-07-23 16:41:21,2021-07-23 16:42:29,1m - 8.591s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 16:41:21,2021-07-23 16:42:14,52.887s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:42:14,2021-07-23 16:42:14,0.025s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aaa"")",Firefox 89.0,,,2021-07-23 16:42:14,2021-07-23 16:42:20,5.405s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), """")",Firefox 89.0,,,2021-07-23 16:42:20,2021-07-23 16:42:21,0.931s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:42:21,2021-07-23 16:42:21,0.709s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:42:21,2021-07-23 16:42:22,0.988s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 16:42:22,2021-07-23 16:42:23,0.703s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 16:42:23,2021-07-23 16:42:24,0.928s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:42:24,2021-07-23 16:42:24,0.056s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 16:42:24,2021-07-23 16:42:27,3.007s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:42:27,2021-07-23 16:42:29,2.401s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-21-RegisterWithPasswordFieldEmptyTestCase,Firefox 89.0,RegisterWithPasswordFieldEmpty,register,2021-07-23 16:42:29,2021-07-23 16:43:39,1m - 9.673s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 16:42:30,2021-07-23 16:43:22,52.591s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:43:22,2021-07-23 16:43:23,0.104s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aabbbccc"")",Firefox 89.0,,,2021-07-23 16:43:23,2021-07-23 16:43:28,5.193s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 16:43:28,2021-07-23 16:43:29,1.707s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 16:43:29,2021-07-23 16:43:30,0.946s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 16:43:30,2021-07-23 16:43:31,0.669s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 16:43:31,2021-07-23 16:43:32,0.696s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:43:32,2021-07-23 16:43:32,0.030s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 16:43:32,2021-07-23 16:43:35,3.004s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:43:35,2021-07-23 16:43:39,4.243s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-24-LoginWithUnregisteredEmailTestCase,Firefox 89.0,Login with Unregistered Email Test Case,login,2021-07-23 16:43:39,2021-07-23 16:44:10,31.378s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-23 16:43:39,2021-07-23 16:44:00,20.583s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 16:44:00,2021-07-23 16:44:01,1.012s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-23 16:44:01,2021-07-23 16:44:02,1.055s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 16:44:02,2021-07-23 16:44:07,5.694s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:44:07,2021-07-23 16:44:07,0.020s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:44:07,2021-07-23 16:44:10,2.950s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-25-LoginWithWrongPasswordTestCase,Firefox 89.0,Login With Wrong Password,login,2021-07-23 16:44:10,2021-07-23 16:44:31,20.692s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-23 16:44:10,2021-07-23 16:44:22,11.853s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), LoginUsername)",Firefox 89.0,,,2021-07-23 16:44:22,2021-07-23 16:44:24,1.804s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-23 16:44:24,2021-07-23 16:44:25,0.927s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 16:44:25,2021-07-23 16:44:28,3.144s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 16:44:28,2021-07-23 16:44:28,0.177s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 16:44:28,2021-07-23 16:44:31,2.746s,PASSED
