Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 17:22:54,2021-07-23 17:22:55,0.929s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaa"")",Firefox 89.0,,,2021-07-23 17:22:55,2021-07-23 17:22:57,1.189s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaa"")",Firefox 89.0,,,2021-07-23 17:22:57,2021-07-23 17:22:57,0.895s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 17:22:57,2021-07-23 17:22:58,0.655s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 17:22:58,2021-07-23 17:23:02,4.171s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:23:02,2021-07-23 17:23:02,0.038s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 17:23:02,2021-07-23 17:23:05,3.006s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:23:05,2021-07-23 17:23:07,1.811s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-14-RegisterWithNameUnder3CharactersTestCase,Firefox 89.0,RegisterWithNameUnder3CharactersTestCase,register,2021-07-23 17:23:07,2021-07-23 17:24:20,1m - 12.942s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 17:23:08,2021-07-23 17:23:58,50.138s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:23:58,2021-07-23 17:23:58,0.097s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aa"")",Firefox 89.0,,,2021-07-23 17:23:58,2021-07-23 17:24:06,8.331s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 17:24:06,2021-07-23 17:24:07,0.911s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:24:07,2021-07-23 17:24:08,0.950s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:24:08,2021-07-23 17:24:09,1.038s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 17:24:09,2021-07-23 17:24:10,0.672s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 17:24:10,2021-07-23 17:24:15,4.986s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:24:15,2021-07-23 17:24:15,0.031s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 17:24:15,2021-07-23 17:24:18,3.010s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:24:18,2021-07-23 17:24:20,2.285s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-15-RegisterWithInvalidNameFormatTestCase,Firefox 89.0,"Register With Invalid Name Format.
Expected: Display error message ""The name format is invalid"" below the Name field.",register,2021-07-23 17:24:20,2021-07-23 17:25:43,1m - 22.368s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 17:24:21,2021-07-23 17:25:18,57.264s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:25:18,2021-07-23 17:25:18,0.028s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""@#$@#$"")",Firefox 89.0,,,2021-07-23 17:25:18,2021-07-23 17:25:23,5.091s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 17:25:23,2021-07-23 17:25:24,0.953s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:25:24,2021-07-23 17:25:25,1.160s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:25:25,2021-07-23 17:25:28,2.471s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 17:25:28,2021-07-23 17:25:30,2.083s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 17:25:30,2021-07-23 17:25:37,6.917s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:25:37,2021-07-23 17:25:37,0.163s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 17:25:37,2021-07-23 17:25:40,3.058s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:25:40,2021-07-23 17:25:43,2.617s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-16-RegisterWithoutAcceptingToSTestCase,Firefox 89.0,RegisterWithoutAcceptingToSTestCase,register,2021-07-23 17:25:43,2021-07-23 17:26:52,1m - 9.233s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 17:25:43,2021-07-23 17:26:38,54.518s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:26:38,2021-07-23 17:26:38,0.122s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aabbbccc"")",Firefox 89.0,,,2021-07-23 17:26:38,2021-07-23 17:26:43,5.222s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 17:26:43,2021-07-23 17:26:45,1.357s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:26:45,2021-07-23 17:26:45,0.937s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:26:45,2021-07-23 17:26:46,0.915s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 17:26:46,2021-07-23 17:26:47,0.643s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:26:47,2021-07-23 17:26:47,0.037s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 17:26:47,2021-07-23 17:26:50,3.004s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:26:50,2021-07-23 17:26:52,1.707s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-17-RegisterWithNotMatchingPasswordConfirmTestCase,Firefox 89.0,RegisterWithNotMatchingPasswordConfirmTestCase,register,2021-07-23 17:26:52,2021-07-23 17:28:06,1m - 14.134s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 17:26:52,2021-07-23 17:27:41,48.289s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:27:41,2021-07-23 17:27:41,0.060s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aabbbccc"")",Firefox 89.0,,,2021-07-23 17:27:41,2021-07-23 17:27:50,9.163s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 17:27:50,2021-07-23 17:27:51,0.943s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:27:51,2021-07-23 17:27:52,1.038s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaabbb"")",Firefox 89.0,,,2021-07-23 17:27:52,2021-07-23 17:27:53,0.965s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 17:27:53,2021-07-23 17:27:54,0.697s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 17:27:54,2021-07-23 17:28:00,6.172s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:28:00,2021-07-23 17:28:00,0.020s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 17:28:00,2021-07-23 17:28:03,3.009s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:28:03,2021-07-23 17:28:06,3.162s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-18-RegisterWithoutFillingPasswordConfFieldTestCase,Firefox 89.0,RegisterWithoutFillingPasswordConfField,register,2021-07-23 17:28:06,2021-07-23 17:29:12,1m - 5.534s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 17:28:07,2021-07-23 17:28:57,50.035s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:28:57,2021-07-23 17:28:57,0.085s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aabbbccc"")",Firefox 89.0,,,2021-07-23 17:28:57,2021-07-23 17:29:03,6.411s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 17:29:03,2021-07-23 17:29:04,0.926s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:29:04,2021-07-23 17:29:05,0.912s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 17:29:05,2021-07-23 17:29:06,0.655s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 17:29:06,2021-07-23 17:29:06,0.640s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:29:06,2021-07-23 17:29:06,0.018s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 17:29:06,2021-07-23 17:29:09,3.016s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:29:09,2021-07-23 17:29:12,2.243s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-19-RegisterWithNameFieldEmptyTestCase,Firefox 89.0,RegisterWithNameFieldEmpty,register,2021-07-23 17:29:12,2021-07-23 17:30:17,1m - 5.761s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 17:29:12,2021-07-23 17:30:02,49.335s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:30:02,2021-07-23 17:30:02,0.132s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), """")",Firefox 89.0,,,2021-07-23 17:30:02,2021-07-23 17:30:08,6.660s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 17:30:08,2021-07-23 17:30:09,0.756s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:30:09,2021-07-23 17:30:10,0.926s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:30:10,2021-07-23 17:30:11,0.898s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 17:30:11,2021-07-23 17:30:12,0.664s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 17:30:12,2021-07-23 17:30:13,0.881s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:30:13,2021-07-23 17:30:13,0.022s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 17:30:13,2021-07-23 17:30:16,3.006s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:30:16,2021-07-23 17:30:17,1.723s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-20-RegisterWithEmailFieldEmptyTestCase,Firefox 89.0,"Register With Email Field Empty.
Expected: Display error message ""please fill out this field"" on the email field.",register,2021-07-23 17:30:17,2021-07-23 17:31:25,1m - 7.958s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 17:30:18,2021-07-23 17:31:09,50.851s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:31:09,2021-07-23 17:31:09,0.258s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aaa"")",Firefox 89.0,,,2021-07-23 17:31:09,2021-07-23 17:31:16,6.964s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), """")",Firefox 89.0,,,2021-07-23 17:31:16,2021-07-23 17:31:17,0.916s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:31:17,2021-07-23 17:31:18,0.748s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:31:18,2021-07-23 17:31:18,0.985s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 17:31:18,2021-07-23 17:31:19,0.687s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 17:31:19,2021-07-23 17:31:20,0.669s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:31:20,2021-07-23 17:31:20,0.016s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 17:31:20,2021-07-23 17:31:23,3.017s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:31:23,2021-07-23 17:31:25,2.393s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-21-RegisterWithPasswordFieldEmptyTestCase,Firefox 89.0,RegisterWithPasswordFieldEmpty,register,2021-07-23 17:31:25,2021-07-23 17:32:35,1m - 9.358s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 17:31:26,2021-07-23 17:32:19,53.171s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:32:19,2021-07-23 17:32:19,0.067s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aabbbccc"")",Firefox 89.0,,,2021-07-23 17:32:19,2021-07-23 17:32:25,6.165s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 17:32:25,2021-07-23 17:32:26,0.945s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 17:32:26,2021-07-23 17:32:27,0.924s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 17:32:27,2021-07-23 17:32:28,0.628s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 17:32:28,2021-07-23 17:32:29,1.145s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:32:29,2021-07-23 17:32:29,0.040s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 17:32:29,2021-07-23 17:32:32,3.006s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:32:32,2021-07-23 17:32:35,2.813s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-24-LoginWithUnregisteredEmailTestCase,Firefox 89.0,Login with Unregistered Email Test Case,login,2021-07-23 17:32:35,2021-07-23 17:33:02,27.563s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-23 17:32:35,2021-07-23 17:32:53,18.200s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 17:32:53,2021-07-23 17:32:54,1.164s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-23 17:32:54,2021-07-23 17:32:55,0.926s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 17:32:55,2021-07-23 17:33:00,5.302s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:33:00,2021-07-23 17:33:00,0.018s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:33:00,2021-07-23 17:33:02,1.946s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-25-LoginWithWrongPasswordTestCase,Firefox 89.0,Login With Wrong Password,login,2021-07-23 17:33:02,2021-07-23 17:33:26,24.250s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-23 17:33:02,2021-07-23 17:33:16,13.901s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), LoginUsername)",Firefox 89.0,,,2021-07-23 17:33:16,2021-07-23 17:33:18,2.164s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-23 17:33:18,2021-07-23 17:33:19,0.939s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 17:33:19,2021-07-23 17:33:24,5.128s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:33:24,2021-07-23 17:33:24,0.023s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:33:24,2021-07-23 17:33:26,2.084s,PASSED
